"activity_guid","activity_type","activity_label","status_code","status_date","activity_date","exclusivity","state_info","error_code","error_message","is_canceled","is_expired","retries","postponed_to","started_on","finished_on","_created_by","_updated_by","created_on","_created_user_id","updated_on","_updated_user_id","_created_timstm","attributes"
dafaa374-c2b4-4f82-98a6-c3ec4b65ab85,report.smartcharge.optOuts,,succeeded,2022-07-11 15:57:54.032 +0300,2022-07-11,PAPI_DIAG_FAIL,"{""to"": ""2022-07-11T11:00:00-04:00"", ""from"": ""2022-07-11T09:00:00-04:00"", ""params"": {""vehicleId"": ""eb1d9f9b-bc7d-4eb9-b33c-8644e63fb2bb"", ""utilityCode"": ""dte""}, ""isPlugged"": false, ""vehicleId"": ""eb1d9f9b-bc7d-4eb9-b33c-8644e63fb2bb"", ""vehicleVIN"": ""1G1RB6S52HU149763"", ""utilityCode"": ""dte"", ""enrollmentId"": ""e485c784-85b1-4581-aea5-53bce9862d44"", ""chargerStatus"": ""unknown"", ""chargingState"": ""unknown"", ""blockReasonCode"": ""PAPI_DIAG_FAIL"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-07-11 15:57:54.032 +0300,2022-07-11 15:57:54.032 +0300,,,2022-07-11 15:57:54.032 +0300,si_nam_177135_p,2022-07-11 15:57:54.032 +0300,si_nam_177135_p,2022-07-11 15:57:54.032 +0300,"[eb1d9f9b-bc7d-4eb9-b33c-8644e63fb2bb, null, dte]"
a3f10cbb-61d2-4f02-82f6-94ce7d06eedc,report.smartcharge.optOuts,,succeeded,2022-07-11 15:57:37.557 +0300,2022-07-11,PAPI_DIAG_FAIL,"{""to"": ""2022-07-11T11:00:00-04:00"", ""from"": ""2022-07-11T09:00:00-04:00"", ""params"": {""vehicleId"": ""7e997e90-96c7-4d40-8579-97a9cf310901"", ""utilityCode"": ""dte""}, ""isPlugged"": false, ""vehicleId"": ""7e997e90-96c7-4d40-8579-97a9cf310901"", ""vehicleVIN"": ""1G1RA6S50KU107263"", ""utilityCode"": ""dte"", ""enrollmentId"": ""9d358666-bbb7-4c00-a8c1-64a3534b346b"", ""chargerStatus"": ""unknown"", ""chargingState"": ""unknown"", ""blockReasonCode"": ""PAPI_DIAG_FAIL"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-07-11 15:57:37.557 +0300,2022-07-11 15:57:37.557 +0300,,,2022-07-11 15:57:37.557 +0300,si_nam_177135_p,2022-07-11 15:57:37.557 +0300,si_nam_177135_p,2022-07-11 15:57:37.557 +0300,"[7e997e90-96c7-4d40-8579-97a9cf310901, null, dte]"
d61675b7-c461-49da-b74c-00591df79327,report.smartcharge.optOuts,,succeeded,2022-07-11 05:33:31.930 +0300,2022-07-11,PAPI_DIAG_FAIL,"{""to"": ""2022-07-11T10:00:31.917-04:00"", ""from"": ""2022-07-10T22:33:31.889-04:00"", ""params"": {""vehicleId"": ""265628ce-b8cb-4e25-af80-3b4077d4a8d6"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""265628ce-b8cb-4e25-af80-3b4077d4a8d6"", ""vehicleVIN"": ""1G1RB6S51JU136430"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""13545a14-40b1-4664-8475-793928766c10"", ""chargerStatus"": ""plugged"", ""chargingState"": ""charging"", ""blockReasonCode"": ""PAPI_DIAG_FAIL"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-07-11 05:33:31.930 +0300,2022-07-11 05:33:31.930 +0300,,,2022-07-11 05:33:31.930 +0300,si_nam_177135_p,2022-07-11 05:33:31.930 +0300,si_nam_177135_p,2022-07-11 05:33:31.930 +0300,"[265628ce-b8cb-4e25-af80-3b4077d4a8d6, null, xcel]"
b4204c91-48cf-406f-9549-9118d38464f1,report.smartcharge.optOuts,,succeeded,2022-07-10 19:12:03.757 +0300,2022-07-10,OPT_OUT_PLUGOUT_PLUGIN,"{""to"": ""2022-07-11T09:00:23.207-04:00"", ""from"": ""2022-07-10T10:19:49.001-04:00"", ""params"": {""vehicleId"": ""85c8ed20-dd4c-4e6b-80e3-cf9719a3716c"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""85c8ed20-dd4c-4e6b-80e3-cf9719a3716c"", ""vehicleVIN"": ""1G1FZ6S05K4142848"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""6349fb78-541c-4f67-801d-346ee1df313c"", ""chargerStatus"": ""plugged"", ""chargingState"": ""charging"", ""blockReasonCode"": ""OPT_OUT_PLUGOUT_PLUGIN"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-07-10 19:12:03.757 +0300,2022-07-10 19:12:03.757 +0300,,,2022-07-10 19:12:03.757 +0300,si_nam_177135_p,2022-07-10 19:12:03.757 +0300,si_nam_177135_p,2022-07-10 19:12:03.757 +0300,"[85c8ed20-dd4c-4e6b-80e3-cf9719a3716c, null, xcel]"
"352945f4-ecd1-4452-94ab-32bc65d874ec",report.smartcharge.optOuts,,succeeded,2022-07-10 02:11:50.965 +0300,2022-07-09,OPT_OUT_PLUGOUT_PLUGIN,"{""to"": ""2022-07-10T12:00:23.062-04:00"", ""from"": ""2022-07-09T19:08:44.001-04:00"", ""params"": {""vehicleId"": ""f7a168b4-2b60-4839-ac8e-c8adf63baef0"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""f7a168b4-2b60-4839-ac8e-c8adf63baef0"", ""vehicleVIN"": ""1G1FY6S01N4116304"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""83529684-b557-451b-a087-4db360c3447d"", ""chargerStatus"": ""plugged"", ""chargingState"": ""charging"", ""blockReasonCode"": ""OPT_OUT_PLUGOUT_PLUGIN"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-07-10 02:11:50.965 +0300,2022-07-10 02:11:50.965 +0300,,,2022-07-10 02:11:50.965 +0300,si_nam_177135_p,2022-07-10 02:11:50.965 +0300,si_nam_177135_p,2022-07-10 02:11:50.965 +0300,"[f7a168b4-2b60-4839-ac8e-c8adf63baef0, null, xcel]"
"3c742dda-b7a2-43ce-9080-f42d83a9c95a",report.smartcharge.optOuts,,succeeded,2022-07-09 06:43:22.913 +0300,2022-07-09,OPT_OUT_PLUGOUT_PLUGIN,"{""to"": ""2022-07-09T10:00:41.814-04:00"", ""from"": ""2022-07-08T22:42:06.001-04:00"", ""params"": {""vehicleId"": ""fff5d717-ff00-430f-99b5-6578cc3ecb67"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""fff5d717-ff00-430f-99b5-6578cc3ecb67"", ""vehicleVIN"": ""1G1FZ6S05N4117601"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""9397ce59-9e47-4f7e-a0b5-8170ef50b1bf"", ""chargerStatus"": ""plugged"", ""chargingState"": ""charging"", ""blockReasonCode"": ""OPT_OUT_PLUGOUT_PLUGIN"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-07-09 06:43:22.913 +0300,2022-07-09 06:43:22.913 +0300,,,2022-07-09 06:43:22.913 +0300,si_nam_177135_p,2022-07-09 06:43:22.913 +0300,si_nam_177135_p,2022-07-09 06:43:22.913 +0300,"[fff5d717-ff00-430f-99b5-6578cc3ecb67, null, xcel]"
"4dc2545c-048b-4f2a-a9ae-4560ee7b64ca",report.smartcharge.optOuts,,succeeded,2022-07-09 02:13:13.574 +0300,2022-07-08,PAPI_DIAG_FAIL,"{""to"": ""2022-07-09T10:00:13.566-04:00"", ""from"": ""2022-07-08T19:13:13.52-04:00"", ""params"": {""vehicleId"": ""3cf4de87-fab0-41e7-a887-cf18accd404c"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""3cf4de87-fab0-41e7-a887-cf18accd404c"", ""vehicleVIN"": ""1G1FX6S04H4167383"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""97b05c51-8e1f-465a-a177-f75bd90c886d"", ""chargerStatus"": ""plugged"", ""chargingState"": ""charging"", ""blockReasonCode"": ""PAPI_DIAG_FAIL"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-07-09 02:13:13.574 +0300,2022-07-09 02:13:13.574 +0300,,,2022-07-09 02:13:13.574 +0300,si_nam_177135_p,2022-07-09 02:13:13.574 +0300,si_nam_177135_p,2022-07-09 02:13:13.574 +0300,"[3cf4de87-fab0-41e7-a887-cf18accd404c, null, xcel]"
"34f9f4b4-aea4-45bf-89a3-3e073b9ae911",report.smartcharge.optOuts,,succeeded,2022-07-09 00:05:02.967 +0300,2022-07-08,PAPI_DIAG_FAIL,"{""to"": ""2022-07-08T19:00:00-04:00"", ""from"": ""2022-07-08T17:00:00-04:00"", ""params"": {""vehicleId"": ""4ea243b9-2023-4886-8fab-8f042d7ed17f"", ""utilityCode"": ""nationalgrid""}, ""isPlugged"": false, ""vehicleId"": ""4ea243b9-2023-4886-8fab-8f042d7ed17f"", ""vehicleVIN"": ""1G1FY6S02K4132037"", ""utilityCode"": ""nationalgrid"", ""enrollmentId"": ""a01876e2-3c01-4d8c-ba4d-78f19712066b"", ""chargerStatus"": ""unknown"", ""chargingState"": ""unknown"", ""blockReasonCode"": ""PAPI_DIAG_FAIL"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-07-09 00:05:02.967 +0300,2022-07-09 00:05:02.967 +0300,,,2022-07-09 00:05:02.967 +0300,si_nam_177135_p,2022-07-09 00:05:02.967 +0300,si_nam_177135_p,2022-07-09 00:05:02.967 +0300,"[4ea243b9-2023-4886-8fab-8f042d7ed17f, null, nationalgrid]"
"3cd0dc4b-331f-43cb-ae80-f53aa6fa051f",report.smartcharge.optOuts,,succeeded,2022-07-08 20:39:46.677 +0300,2022-07-08,OPT_OUT_SMS,"{""to"": ""2022-07-09T07:00:11.799-04:00"", ""from"": ""2022-07-08T13:38:39.001-04:00"", ""params"": {""vehicleId"": ""ce5f272e-fad7-499a-8923-23c5ad11a994"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""ce5f272e-fad7-499a-8923-23c5ad11a994"", ""vehicleVIN"": ""1G1RA6S52KU126641"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""f162abfd-5fa0-42d8-8e6a-73cd98aeabd9"", ""chargerStatus"": ""plugged"", ""chargingState"": ""idle"", ""blockReasonCode"": ""OPT_OUT_SMS"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-07-08 20:39:46.677 +0300,2022-07-08 20:39:46.677 +0300,,,2022-07-08 20:39:46.677 +0300,si_nam_177135_p,2022-07-08 20:39:46.677 +0300,si_nam_177135_p,2022-07-08 20:39:46.677 +0300,"[ce5f272e-fad7-499a-8923-23c5ad11a994, null, xcel]"
d890567a-fbde-4691-9374-e90ab2b0c0b4,report.smartcharge.optOuts,,succeeded,2022-07-08 18:23:22.022 +0300,2022-07-08,PAPI_DIAG_FAIL,"{""to"": ""2022-07-09T10:00:22.016-04:00"", ""from"": ""2022-07-08T11:23:22.003-04:00"", ""params"": {""vehicleId"": ""98f31fbf-2fed-47d5-9cc8-2b11c34b2417"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""98f31fbf-2fed-47d5-9cc8-2b11c34b2417"", ""vehicleVIN"": ""1G1FW6S05J4111669"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""a5f7f5ee-4720-472c-ae18-a1aab5ce61d1"", ""chargerStatus"": ""plugged"", ""chargingState"": ""unknown"", ""blockReasonCode"": ""PAPI_DIAG_FAIL"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-07-08 18:23:22.022 +0300,2022-07-08 18:23:22.022 +0300,,,2022-07-08 18:23:22.022 +0300,si_nam_177135_p,2022-07-08 18:23:22.022 +0300,si_nam_177135_p,2022-07-08 18:23:22.022 +0300,"[98f31fbf-2fed-47d5-9cc8-2b11c34b2417, null, xcel]"
"34232bc1-bd7b-4c14-9e95-ff23e4553247",report.smartcharge.optOuts,,succeeded,2022-07-08 18:22:18.675 +0300,2022-07-08,PAPI_DIAG_FAIL,"{""to"": ""2022-07-09T09:30:18.663-04:00"", ""from"": ""2022-07-08T11:22:18.65-04:00"", ""params"": {""vehicleId"": ""fb8a77cc-928e-413b-b4d4-bc7fb50859e8"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""fb8a77cc-928e-413b-b4d4-bc7fb50859e8"", ""vehicleVIN"": ""1G1RB6S50JU111454"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""c96469b6-9efe-4bdc-b086-b4aa506d510c"", ""chargerStatus"": ""plugged"", ""chargingState"": ""unknown"", ""blockReasonCode"": ""PAPI_DIAG_FAIL"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-07-08 18:22:18.675 +0300,2022-07-08 18:22:18.675 +0300,,,2022-07-08 18:22:18.675 +0300,si_nam_177135_p,2022-07-08 18:22:18.675 +0300,si_nam_177135_p,2022-07-08 18:22:18.675 +0300,"[fb8a77cc-928e-413b-b4d4-bc7fb50859e8, null, xcel]"
b80af3e8-e6d5-4571-885b-a24cc97aef6d,report.smartcharge.optOuts,,succeeded,2022-07-08 18:22:18.376 +0300,2022-07-08,PAPI_DIAG_FAIL,"{""to"": ""2022-07-09T07:00:18.362-04:00"", ""from"": ""2022-07-08T11:22:18.335-04:00"", ""params"": {""vehicleId"": ""0bc2f5be-4456-46df-904a-ed0baf319a3d"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""0bc2f5be-4456-46df-904a-ed0baf319a3d"", ""vehicleVIN"": ""1G1RA6S54KU131369"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""0511d43a-5392-4dd5-a658-68defeeca985"", ""chargerStatus"": ""plugged"", ""chargingState"": ""unknown"", ""blockReasonCode"": ""PAPI_DIAG_FAIL"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-07-08 18:22:18.376 +0300,2022-07-08 18:22:18.376 +0300,,,2022-07-08 18:22:18.376 +0300,si_nam_177135_p,2022-07-08 18:22:18.376 +0300,si_nam_177135_p,2022-07-08 18:22:18.376 +0300,"[0bc2f5be-4456-46df-904a-ed0baf319a3d, null, xcel]"
f5489442-6d7f-4c6d-b1db-fc88d71729bb,report.smartcharge.optOuts,,succeeded,2022-07-08 18:22:18.271 +0300,2022-07-08,PAPI_DIAG_FAIL,"{""to"": ""2022-07-09T07:00:18.259-04:00"", ""from"": ""2022-07-08T11:22:18.233-04:00"", ""params"": {""vehicleId"": ""0bc2f5be-4456-46df-904a-ed0baf319a3d"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""0bc2f5be-4456-46df-904a-ed0baf319a3d"", ""vehicleVIN"": ""1G1RA6S54KU131369"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""0511d43a-5392-4dd5-a658-68defeeca985"", ""chargerStatus"": ""plugged"", ""chargingState"": ""unknown"", ""blockReasonCode"": ""PAPI_DIAG_FAIL"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-07-08 18:22:18.271 +0300,2022-07-08 18:22:18.271 +0300,,,2022-07-08 18:22:18.271 +0300,si_nam_177135_p,2022-07-08 18:22:18.271 +0300,si_nam_177135_p,2022-07-08 18:22:18.271 +0300,"[0bc2f5be-4456-46df-904a-ed0baf319a3d, null, xcel]"
